facility_id,common_name,address,city,zip_code,block_lot,owned_leased,dept_id,department_name,gross_sq_ft,longitude,latitude,geom,supervisor_district,city_tenants
,,,,,,,,,,,,,,
343,Cabin #90,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
3224,YGC BOYS & GIRLS GYMNASIUMS,375 Woodside Ave,San Francisco,94127,2842007,Own,21,Juvenile Probation,,-122.4526714,37.74673993,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74673992800001', 'longitude': '-122.452671382'}",7,
,,,,,,,,,,,,,,
1722,SWL 311 Pier 39 Garage,2 Beach St,San Francisco,94133,15001,Own,46,Port,242304,-122.4116804,37.80812833,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80812832800001', 'longitude': '-122.411680445'}",3,
,,,,,,,,,,,,,,
453,Central Station,766 Vallejo St,San Francisco,94133,130043,Own,45,Police Department,8000,-122.4098629,37.79864532,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.798645319', 'longitude': '-122.40986290900003'}",3,
,,,,,,,,,,,,,,
1071,Mather Bunkhouse,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.855109,37.88192392,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88192392000002', 'longitude': '-119.85510896099998'}",,
,,,,,,,,,,,,,,
181,Bernal Hts. Am. Tower Building,99 Moultrie St,San Francisco,94110,5548003,Lease,9,Non-City,,-122.4151644,37.74306373,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74306373100001', 'longitude': '-122.41516443500001'}",9,Technology
,,,,,,,,,,,,,,
3119,ZSFGH - Service Building,1001 Potrero Ave,San Francisco,94110,4154001,Own,72,Public Health,,-122.405203,37.75729062,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75729061999999', 'longitude': '-122.40520298199999'}",10,
,,,,,,,,,,,,,,
381,Camp Mather Priest Cabin,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8561358,37.88126999,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88126998500002', 'longitude': '-119.85613576899999'}",,
,,,,,,,,,,,,,,
3137,ZOO - HEATING PLANT/RESTRM*,1 Zoo Rd,San Francisco,94132,7281009,Own,49,Recreation And Parks,,-122.5040397,37.73202223,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.732022228000005', 'longitude': '-122.50403973200002'}",7,
,,,,,,,,,,,,,,
500,Cleveland Elementary,455 Athens St,San Francisco,94112,6075003,Own,16,School District (Sfusd),34000,-122.4288801,37.72063017,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.72063016599998', 'longitude': '-122.428880085'}",11,
,,,,,,,,,,,,,,
1605,SoMa West Skate Park,Duboce St & Otis St,San Francisco,94103,3513071,Lease,9,Non-City,,-122.4207693,37.77025037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77025036700002', 'longitude': '-122.42076928'}",6,Recreation And Parks
,,,,,,,,,,,,,,
19,Human Services Agency (HSA) Headquarters,170 Otis St,San Francisco,94103,3513207,Own,52,Human Services Agency,171385,-122.4210127,37.77073174,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77073174200001', 'longitude': '-122.42101266399999'}",6,
,,,,,,,,,,,,,,
717,Fire Station #36,109 Oak St,San Francisco,94102,837025,Own,38,Fire Department,16100,-122.4212113,37.77493241,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.774932406000005', 'longitude': '-122.42121128000002'}",5,
,,,,,,,,,,,,,,
1418,Roosevelt Middle,460 Arguello Blvd,San Francisco,94118,1061049,Own,16,School District (Sfusd),121000,-122.4583561,37.78228529,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.782285288000026', 'longitude': '-122.458356149'}",2,
,,,,,,,,,,,,,,
633,Ellis-O’Farrell Garage,123 OFarrell St,San Francisco,94102,327021,Own,42,Municipal Transportation Agency,314549,-122.407093,37.78606185,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78606184900002', 'longitude': '-122.407093014'}",3,
,,,,,,,,,,,,,,
1142,Moscone Fieldhouse and Bleachers,1800 Chestnut St,San Francisco,94123,469001,Own,49,Recreation And Parks,,-122.433922,37.80274379,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80274379000002', 'longitude': '-122.433922'}",2,
,,,,,,,,,,,,,,
993,Lake Merced Cottage,West Side Of Merced Blvd,San Francisco,94132,7283004,Own,47,Public Utilities Commission,,-122.493607,37.72378591,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.723785905', 'longitude': '-122.49360696500003'}",7,
,,,,,,,,,,,,,,
3025,Aptos Maintenance Facility,139 Aptos Ave,San Francisco,94127,3266A031,Own,49,Recreation And Parks,,-122.4664419,37.72912069,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.72912068900001', 'longitude': '-122.46644188699997'}",7,
,,,,,,,,,,,,,,
3095,Pier 80 - Shed D,Pier 80,San Francisco,94124,4304002,Own,46,Port,,-122.3784933,37.75167387,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.751673872000026', 'longitude': '-122.37849329099998'}",10,
,,,,,,,,,,,,,,
910,Jack Spring Dining Hall,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8571139,37.88350152,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88350151899999', 'longitude': '-119.85711392500002'}",,
,,,,,,,,,,,,,,
1011,Lincoln Park Golf Course Clubhouse,300 34th Ave,San Francisco,94121,1313028,Own,49,Recreation And Parks,2000,-122.4943281,37.78226354,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78226354100002', 'longitude': '-122.49432812100002'}",1,
,,,,,,,,,,,,,,
3201,SE SERVICE BLDG 870,1800 Oakdale Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3940434,37.73742853,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.737428534', 'longitude': '-122.39404340499999'}",10,
,,,,,,,,,,,,,,
467,Chinatown North Beach Mental Health Services,729 Filbert St,San Francisco,94133,90035,Lease,9,Non-City,,-122.4119458,37.80117437,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80117437299998', 'longitude': '-122.411945785'}",3,Public Health
,,,,,,,,,,,,,,
488,Civic Center Plaza Parking Garage,355 McAllister St,San Francisco,94102,788001,Own,49,Recreation And Parks,255234,-122.4176893,37.77980221,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77980220500001', 'longitude': '-122.417689311'}",6,
,,,,,,,,,,,,,,
3195,OFFICE AND SUB-SHOPS,1758 Jerrold Ave,San Francisco,94124,5262009,Own,78,Gsa - Office Of Contract Administration,,-122.3931689,37.74185901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74185901200002', 'longitude': '-122.39316885199997'}",10,
,,,,,,,,,,,,,,
1667,Strybing Lath House,1199 09th Ave,San Francisco,94117,1263011,Own,49,Recreation And Parks,2196,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1679,Sunnyside Maintenance Facilities,233 Melrose Ave,San Francisco,94127,3032A021,Own,49,Recreation And Parks,1200,-122.4482552,37.73388442,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.733884418', 'longitude': '-122.44825516700001'}",7,
,,,,,,,,,,,,,,
1484,SF International High,1050 York St,San Francisco,94110,4151006,Own,16,School District (Sfusd),,-122.4086397,37.75524584,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.755245840999976', 'longitude': '-122.40863966400002'}",9,
,,,,,,,,,,,,,,
796,GGP Golf Club and Restaurant,970 47th Ave,San Francisco,94121,1263011,Own,49,Recreation And Parks,1450,-122.5065786,37.76903766,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76903766200002', 'longitude': '-122.50657858300002'}",1,
,,,,,,,,,,,,,,
1024,Log Cabin Ranch Youth Guidance,Alpine Rd,La Honda,94020,,Own,21,Juvenile Probation,80758,-122.2569072,37.30462474,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.30462474199999', 'longitude': '-122.25690722799999'}",,
,,,,,,,,,,,,,,
347,Cabin #94,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
1648,Stern Grove - New Stage,2899 19TH AVE,San Francisco,94132,2488001,Own,49,Recreation And Parks,1134,-122.479263,37.73614553,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73614553200002', 'longitude': '-122.479262979'}",4,
,,,,,,,,,,,,,,
312,Cabin #38,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
793,GGP -- Reservoir and Pump Station,20 Overlook Dr,San Francisco,94122,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
894,ILLINOIS SUBSTATION,555 Illinois St,San Francisco,94158,3941001,Own,46,Port,1500,-122.3878135,37.76531646,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76531645799997', 'longitude': '-122.387813532'}",6,
,,,,,,,,,,,,,,
1983,Pier 70 - Pier 68 - Shipwright Building -#108,590 20TH ST,San Francisco,94107,9900501,Own,46,Port,46638,-122.3859523,37.7620301,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762030099000015', 'longitude': '-122.38595231199997'}",10,
,,,,,,,,,,,,,,
1094,Merced Heights Clubhouse,801 Shields St,San Francisco,94132,7078049,Own,49,Recreation And Parks,1136,-122.4702813,37.7175093,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71750930000002', 'longitude': '-122.470281263'}",11,
,,,,,,,,,,,,,,
1972,Pier 70 - Pier 68 - Machine Shop - Bldg. #105,590 20TH ST,San Francisco,94107,9900501,Own,46,Port,20111,-122.3859523,37.7620301,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762030099000015', 'longitude': '-122.38595231199997'}",10,
,,,,,,,,,,,,,,
1468,Sect 4 Gardener Cpd @ Boathouse,John F Kennedy Dr & Stow Lake Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
524,Conservatory Rose House,100 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.462447,37.7726182,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77261820000001', 'longitude': '-122.462447'}",1,
,,,,,,,,,,,,,,
963,Juvenile Justice Center,375 Woodside Ave,San Francisco,94127,2842007,Own,21,Juvenile Probation,82551,-122.4527473,37.74609556,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74609555500001', 'longitude': '-122.45274726399998'}",7,
,,,,,,,,,,,,,,
295,Cabin #21,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
801,GGP Greenhouses,100 Martin Luther King Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
134,Arboretum North Bathroom,1199 09th Ave,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4708774,37.76889158,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76889158199998', 'longitude': '-122.47087744200002'}",5,
,,,,,,,,,,,,,,
160,Ball Diamond 1 Grandstand,799 Moscow St,San Francisco,94112,6284A001,Own,49,Recreation And Parks,,-122.4318575,37.71497902,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71497901800001', 'longitude': '-122.43185752'}",11,
,,,,,,,,,,,,,,
703,Fire Station #20,285 Olympia Way,San Francisco,94131,2842009,Own,38,Fire Department,10300,-122.4560767,37.75117125,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75117124500002', 'longitude': '-122.456076693'}",7,
,,,,,,,,,,,,,,
202,Bryant Elementary and CDC,2641 25th St,San Francisco,94110,4277002,Own,16,School District (Sfusd),32500,-122.4048196,37.75158056,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75158055600002', 'longitude': '-122.404819551'}",10,
,,,,,,,,,,,,,,
206,Buena Vista Park Bathrooms,Buena Vista Ave East & Haight St,San Francisco,94117,2601001,Own,49,Recreation And Parks,400,-122.439679,37.76929036,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76929036400003', 'longitude': '-122.43967901299999'}",8,
,,,,,,,,,,,,,,
2043,Laguna Honda - Pavilion Building,375 Laguna Honda Blvd,San Francisco,94116,2842007,Own,72,Public Health,148039,-122.4568785,37.74929126,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.749291262999975', 'longitude': '-122.45687849799998'}",7,
,,,,,,,,,,,,,,
949,Jose Coronado Clubhouse,2498 Folsom St,San Francisco,94110,3611013,Own,49,Recreation And Parks,933,-122.4151275,37.75756326,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75756326300001', 'longitude': '-122.41512752400001'}",9,
,,,,,,,,,,,,,,
3054,DORMITORY-HIDDEN VALLEY RANCH,600 Log Cabin Ranch Road,La Honda,94020,,Own,21,Juvenile Probation,,-122.256459,37.30479053,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.30479052599998', 'longitude': '-122.25645900699999'}",,
,,,,,,,,,,,,,,
300,Cabin #26,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
1422,Rose Garden Maintenance Shed,700 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
725,Fire Station #42,2430 San Bruno Ave,San Francisco,94134,5924004,Own,38,Fire Department,9300,-122.405425,37.73158521,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73158521200003', 'longitude': '-122.40542499600002'}",9,
,,,,,,,,,,,,,,
6,1145 Market St Building,1145 Market St,San Francisco,94103,3702044,Lease,9,Non-City,,-122.413247,37.77935154,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.779351537000025', 'longitude': '-122.41324702700001'}",6,Health Service System: Law Library: Retirement System
,,,,,,,,,,,,,,
1930,Pier 47 - Scoma / Fish Prep Bldg,The Embarcadero,San Francisco,94133,9900501,Own,46,Port,713,-122.4185296,37.80853018,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80853017800001', 'longitude': '-122.41852963899998'}",3,
,,,,,,,,,,,,,,
1041,M. L. King Childcare Center,200 Cashmere St,San Francisco,94124,4710007,Own,77,Public Works,7409,-122.3860543,37.73703468,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73703468000002', 'longitude': '-122.38605434599998'}",10,
,,,,,,,,,,,,,,
1827,VMD Maintenance Facility,55 Sherman St,San Francisco,94103,3754016,Own,49,Recreation And Parks,,-122.4064788,37.77730399,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.777303991999986', 'longitude': '-122.406478843'}",6,
,,,,,,,,,,,,,,
3183,SE SED. CONTROL - 043,1700 Jerrold Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3914416,37.74258497,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.742584969999996', 'longitude': '-122.391441612'}",10,
,,,,,,,,,,,,,,
837,Hamilton Family Center,538 Holloway Ave,San Francisco,94112,6937023,Lease,9,Non-City,,-122.4588642,37.72199082,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.721990818999984', 'longitude': '-122.45886417000003'}",7,Human Services Agency
,,,,,,,,,,,,,,
150,AWSS Pipeyard (behind 2245 Jerrold),2245 JERROLD AVE,San Francisco,94124,5286A006,Own,38,Fire Department,6400,-122.4016405,37.74463341,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.744633410999995', 'longitude': '-122.40164054500002'}",10,
,,,,,,,,,,,,,,
3200,SE SEC THICKENING CONTROL BLDG,1800 Oakdale Ave,San Francisco,94124,5304005,Own,47,Public Utilities Commission,,-122.3938831,37.73810937,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73810936699999', 'longitude': '-122.393883115'}",10,
,,,,,,,,,,,,,,
519,Conservatory Lath House,100 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,1320,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1113,Mission Bay Library,960 04th St,San Francisco,94158,8708110,Own,48,Public Library,8500,-122.3930974,37.77536973,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77536972799999', 'longitude': '-122.39309738399999'}",6,
,,,,,,,,,,,,,,
3087,Pier 48 1/2 - Jellys restaurant,Pier 48 1/2,San Francisco,94158,9900501,Own,46,Port,,-122.387199,37.774729,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77472899999998', 'longitude': '-122.38719900000001'}",6,
,,,,,,,,,,,,,,
3222,YGC MULTI-PURPOSE  BLDG 14,375 Woodside Ave,San Francisco,94127,2842007,Own,21,Juvenile Probation,,-122.4533342,37.74612741,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74612741300001', 'longitude': '-122.45333422499999'}",7,
,,,,,,,,,,,,,,
938,Jefferson Square Bathrooms,997 Gough St,San Francisco,94109,745001,Own,49,Recreation And Parks,325,-122.4254899,37.78154837,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78154837300002', 'longitude': '-122.425489884'}",5,
,,,,,,,,,,,,,,
3163,SHARP PARK GARDENERS SHED,2600 Francisco Blvd,Pacifica,94044,,Own,49,Recreation And Parks,,-122.488464,37.62531099,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.62531098900001', 'longitude': '-122.48846401100002'}",,
,,,,,,,,,,,,,,
1455,Asawa San Francisco School of the Arts (SOTA),555 Portola Dr,San Francisco,94131,7560003,Own,16,School District (Sfusd),209500,-122.4486668,37.74543136,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74543136400001', 'longitude': '-122.44866679799998'}",8,
,,,,,,,,,,,,,,
192,Bowling Green Clubhouse,310 Bowling Green Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,2150,-122.4599591,37.76876178,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76876177999998', 'longitude': '-122.45995907499997'}",5,
,,,,,,,,,,,,,,
1131,MISSION-BARTLETT Parking Garage,3255 21st St,San Francisco,94110,3616063,Own,42,Municipal Transportation Agency,113759,-122.4202897,37.75663922,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.756639215999996', 'longitude': '-122.42028965399999'}",9,
,,,,,,,,,,,,,,
841,Hand/Raquetball Maint. Facility,Nancy Pelosi Dr & Martin Luther King Jr Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1075,Mccoppin Square Restrooms,2354 24th Ave,San Francisco,94116,2351001,Own,49,Recreation And Parks,,-122.4809022,37.74352929,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.743529292000005', 'longitude': '-122.48090223600002'}",4,
,,,,,,,,,,,,,,
84,9th - Irving Parking Lot,1318 - 9th Ave,San Francisco,94122,1763044,Own,42,Municipal Transportation Agency,9480,-122.4660649,37.76359459,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76359458600001', 'longitude': '-122.46606492699999'}",5,
,,,,,,,,,,,,,,
1276,Pier 2 - Sinbads,141 The Embarcadero,San Francisco,94105,9900501,Own,46,Port,6350,-122.3919413,37.79466544,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79466543500001', 'longitude': '-122.39194134299998'}",3,
,,,,,,,,,,,,,,
1562,3045 Santiago Admin Building,3045 Santiago St,San Francisco,94116,2370074,Own,16,School District (Sfusd),,-122.4999137,37.74363505,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74363505000002', 'longitude': '-122.49991369899999'}",4,
,,,,,,,,,,,,,,
538,Corporate Yard Storage,100 Martin Luther King Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1473,3119 Mission St,3119 Mission St,San Francisco,94110,5501051,Lease,9,Non-City,,-122.4183829,37.74755506,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74755506299999', 'longitude': '-122.418382871'}",9,Human Services Agency
,,,,,,,,,,,,,,
3044,CHILDRENS CAROUSEL,198 John F Kennedy Dr,San Francisco,94118,1263011,Own,49,Recreation And Parks,,-122.4579808,37.76788184,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76788184100002', 'longitude': '-122.45798079999997'}",5,
,,,,,,,,,,,,,,
1017,Lincoln Park Sm Maint Bldg,300 34th Ave,San Francisco,94121,1313028,Own,49,Recreation And Parks,684,-122.4983226,37.78425841,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78425841000001', 'longitude': '-122.498322615'}",1,
,,,,,,,,,,,,,,
1421,Rose Garden Bathroom,700 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,612,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1710,SWL 302 Coast Marine Supply Mat. Storage Bldg,398 Jefferson St,San Francisco,94133,9900501,Own,46,Port,20915,-122.4185296,37.80853018,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80853017800001', 'longitude': '-122.41852963899998'}",3,
,,,,,,,,,,,,,,
1706,SWL 302 - Pompeis Grotto,340 Jefferson St,San Francisco,94133,9900501,Own,46,Port,4140,-122.4180534,37.80809347,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.808093472999985', 'longitude': '-122.41805340000002'}",3,
