facility_id,common_name,address,city,zip_code,block_lot,owned_leased,dept_id,department_name,gross_sq_ft,longitude,latitude,geom,supervisor_district,city_tenants
,,,,,,,,,,,,,,
22,18th - Collingwood Parking Lot,4116 18th St,San Francisco,94114,2647017,Own,42,Municipal Transportation Agency,8467,-122.4355417,37.7610901,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.761090103000015', 'longitude': '-122.43554174500002'}",8,
,,,,,,,,,,,,,,
629,El Dorado Elementary,70 Delta St,San Francisco,94134,6163040,Own,16,School District (Sfusd),30300,-122.4072961,37.71842198,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.718421982999985', 'longitude': '-122.407296073'}",10,
,,,,,,,,,,,,,,
1668,Strybing Nursery,1199 09th Ave,San Francisco,94117,1263011,Own,49,Recreation And Parks,22842,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
980,LA PLAYA/CABRILLO OCEAN BEACH SFMTA Operator Bathroom,780 La Playa,San Francisco,94121,1596044,Own,42,Municipal Transportation Agency,75,-122.5097654,37.77345092,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.773450921999995', 'longitude': '-122.50976544399998'}",1,
,,,,,,,,,,,,,,
1402,Rhododendron Dell Maintenance Shed,364 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,192,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1008,Lenain Hotel,730 Eddy St,San Francisco,94109,739003,Lease,9,Non-City,,-122.4197245,37.78329665,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.783296646999986', 'longitude': '-122.41972452300001'}",6,Mayor
,,,,,,,,,,,,,,
849,Harding Park Storage Bldg,99 Harding Rd,San Francisco,94132,7283004,Own,49,Recreation And Parks,576,-122.493607,37.72378591,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.723785905', 'longitude': '-122.49360696500003'}",7,
,,,,,,,,,,,,,,
1109,Miraloma Clubhouse,25 Omar Way,San Francisco,94127,2955B003,Own,49,Recreation And Parks,1352,-122.4494109,37.73916391,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73916391', 'longitude': '-122.44941089399998'}",7,
,,,,,,,,,,,,,,
196,Bret Harte Elementary,1035 Gilman Ave,San Francisco,94124,4964048,Own,16,School District (Sfusd),79000,-122.3898037,37.71819686,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71819686399999', 'longitude': '-122.389803669'}",10,
,,,,,,,,,,,,,,
3152,ZOO - SEWAGE PUMPHOUSE*,1 Zoo Rd,San Francisco,94132,7281009,Own,49,Recreation And Parks,,-122.5053543,37.73510526,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.735105257999976', 'longitude': '-122.50535425800001'}",7,
,,,,,,,,,,,,,,
1781,1455 Market St Building,1455 Market St,San Francisco,94103,3507040,Lease,9,Non-City,,-122.4179461,37.77545857,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77545856699999', 'longitude': '-122.41794608700002'}",6,Environment: Municipal Transportation Agency: County Transportation Authority
,,,,,,,,,,,,,,
1185,Noe Valley Courts Bathrooms,780 Douglass St,San Francisco,94114,2829001,Own,49,Recreation And Parks,390,-122.439202,37.75148057,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.751480566', 'longitude': '-122.43920196699997'}",8,
,,,,,,,,,,,,,,
365,Cabins #79 & #80,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
1179,Music Concourse,50 Hagiwara Tea Garden Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
652,Excelsior Clubhouse,579  Madrid St,San Francisco,94112,6088008,Own,49,Recreation And Parks,2255,-122.4336016,37.72024711,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.72024711300003', 'longitude': '-122.43360156'}",11,
,,,,,,,,,,,,,,
1198,Oakdale Office/Warehouse,04th Ave Between C & D Sts,Oakdale,95361,,Own,47,Public Utilities Commission,7800,-120.8475384,37.77030307,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.770303066999986', 'longitude': '-120.84753843099998'}",,
,,,,,,,,,,,,,,
1415,Roofing Shop,100 Martin Luther King Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,1860,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1979,Pier 70 - Pier 68 - Ops. Bldg #102,590 20TH ST,San Francisco,94107,9900501,Own,46,Port,8428,-122.3859523,37.7620301,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762030099000015', 'longitude': '-122.38595231199997'}",10,
,,,,,,,,,,,,,,
985,Laguna Honda Hospital,375 Laguna Honda Blvd,San Francisco,94116,2842007,Own,72,Public Health,440163,-122.4566529,37.74808017,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.748080172000016', 'longitude': '-122.45665288100002'}",7,
,,,,,,,,,,,,,,
130,Aptos Middle School,105 Aptos Ave,San Francisco,94127,3266A001,Own,16,School District (Sfusd),,-122.4660182,37.72969431,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.729694311', 'longitude': '-122.46601819400001'}",7,
,,,,,,,,,,,,,,
3148,ZOO - PACHYDERM BARN/PIGMY HIPPO,1 Zoo Rd,San Francisco,94132,7281009,Own,49,Recreation And Parks,,-122.5020295,37.73277699,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.73277698999999', 'longitude': '-122.50202945000001'}",7,
,,,,,,,,,,,,,,
1119,Mission CDC,2950 Mission St,San Francisco,94110,6529004,Own,16,School District (Sfusd),4100,-122.4185569,37.74981917,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74981916799999', 'longitude': '-122.41855693899998'}",9,
,,,,,,,,,,,,,,
277,Materials Management Warehouse,1570-1580 Burke Ave,San Francisco,94124,5203066,Own,42,Municipal Transportation Agency,103231,-122.3859007,37.74468626,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74468625899999', 'longitude': '-122.385900693'}",10,
,,,,,,,,,,,,,,
1487,SFDPH Central Administrative Office,101 Grove St,San Francisco,94102,811001,Own,72,Public Health,104000,-122.4186525,37.77812834,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.778128337', 'longitude': '-122.41865252500003'}",6,
,,,,,,,,,,,,,,
1981,Pier 70 - Pier 68 - Pipe Storage Bldg #107,590 20TH ST,San Francisco,94107,9900501,Own,46,Port,2880,-122.3859523,37.7620301,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762030099000015', 'longitude': '-122.38595231199997'}",10,
,,,,,,,,,,,,,,
1726,Roundhouse Plaza Building 1,1500 Sansome St,San Francisco,94111,58001,Own,46,Port,20130,-122.4032071,37.8046058,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.804605795999976', 'longitude': '-122.403207082'}",3,
,,,,,,,,,,,,,,
797,GGP Golf Club Maintenance Bldg,970 47th Ave,San Francisco,94121,1263011,Own,49,Recreation And Parks,432,-122.5065786,37.76903766,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76903766200002', 'longitude': '-122.50657858300002'}",1,
,,,,,,,,,,,,,,
1359,PUC Water Millbrae,1000 El Camino Real,Millbrae,94030,,Own,47,Public Utilities Commission,,-122.395509,37.606077,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.60607700000003', 'longitude': '-122.39550900400002'}",,
,,,,,,,,,,,,,,
144,Asphalt Plant,1801 Jerrold Ave,San Francisco,94124,5304005,Own,77,Public Works,6634,-122.3937205,37.74077972,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74077972200001', 'longitude': '-122.39372053599999'}",10,
,,,,,,,,,,,,,,
3090,Pier 70 - Pier 68 - Bathrooms Bldg. #141,Pier 70,San Francisco,94107,4052001,Own,46,Port,,-122.3830009,37.76039202,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76039202099997', 'longitude': '-122.38300091999997'}",10,
,,,,,,,,,,,,,,
1055,Marina Green Bathrooms West,800 Marina Blvd,San Francisco,94123,900003,Own,49,Recreation And Parks,500,-122.4474309,37.80584413,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.805844132000004', 'longitude': '-122.44743086300002'}",2,
,,,,,,,,,,,,,,
2046,Lake Merced maintenance facility 2,991 Lake Merced Blvd,San Francisco,94132,7283004,Own,49,Recreation And Parks,,-122.493607,37.72378591,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.723785905', 'longitude': '-122.49360696500003'}",7,
,,,,,,,,,,,,,,
512,Connolly CPA Maintenance Facility,Kezar Dr & Martin Luther King Jr Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1394,Redding Elementary,1421 Pine St,San Francisco,94109,668001,Own,16,School District (Sfusd),26100,-122.4192434,37.78957755,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.789577549', 'longitude': '-122.41924339100001'}",3,
,,,,,,,,,,,,,,
705,Fire Station #22,1290 16th Ave,San Francisco,94122,1735064,Own,38,Fire Department,5900,-122.4736871,37.76393037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76393036799999', 'longitude': '-122.473687117'}",5,
,,,,,,,,,,,,,,
820,Grattan Clubhouse,1180 Stanyan St,San Francisco,94117,1283001,Own,49,Recreation And Parks,1854,-122.4519872,37.76265664,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762656643000014', 'longitude': '-122.45198715800001'}",5,
,,,,,,,,,,,,,,
2005,Pier 70 - SWL 349 Heavy Machine Shop - Bldg #113,420 22nd St,San Francisco,94107,4052001,Own,46,Port,74566,-122.3830009,37.76039202,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76039202099997', 'longitude': '-122.38300091999997'}",10,
,,,,,,,,,,,,,,
1200,Ocean View Branch Library,345 Randolph St,San Francisco,94132,7118044,Own,48,Public Library,4794,-122.4659708,37.71413777,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71413776700001', 'longitude': '-122.46597082599999'}",11,
,,,,,,,,,,,,,,
789,GGP -- Gardener's Shack,4050 Lincoln Way,San Francisco,94122,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
977,KING SUBSTATION,2 Berry St,San Francisco,94107,3801001,Own,42,Municipal Transportation Agency,1251,-122.3887709,37.77968098,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77968098299999', 'longitude': '-122.38877091400002'}",6,
,,,,,,,,,,,,,,
1984,Pier 70 - Pier 68 - Steel Shop Office (bldg #121),590 20TH ST,San Francisco,94107,9900501,Own,46,Port,615,-122.3859523,37.7620301,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.762030099000015', 'longitude': '-122.38595231199997'}",10,
,,,,,,,,,,,,,,
944,John McLaren CDC,2055 Sunnydale Ave,San Francisco,94134,6316002,Own,16,School District (Sfusd),57885,-122.4231856,37.71365111,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71365111099999', 'longitude': '-122.42318559799998'}",10,
,,,,,,,,,,,,,,
2003,Pier 70 - SWL 349 Building #6 (condemned),420 22nd St,San Francisco,94107,4052001,Own,46,Port,34707,-122.3830009,37.76039202,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76039202099997', 'longitude': '-122.38300091999997'}",10,
,,,,,,,,,,,,,,
1817,Veterans Building,401 Van Ness Ave,San Francisco,94102,0786A001,Own,53,War Memorial,247500,-122.4209806,37.77952756,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.779527555000016', 'longitude': '-122.42098063100002'}",5,
,,,,,,,,,,,,,,
1891,Zellerbach Rehearsal Hall,300 Franklin St,San Francisco,94102,810001,Own,53,War Memorial,26400,-122.4211351,37.77740875,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.777408750000006', 'longitude': '-122.42113512700001'}",5,
,,,,,,,,,,,,,,
1559,SFUSD -- 1340 Bush Garage,1340 Bush St,San Francisco,94109,668001,Own,16,School District (Sfusd),,-122.4195332,37.78890342,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78890342300002', 'longitude': '-122.41953315500001'}",3,
,,,,,,,,,,,,,,
691,Fire Station #1,935 Folsom St,San Francisco,94105,3753313,Own,38,Fire Department,,-122.4041202,37.77945653,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.779456525', 'longitude': '-122.40412015999999'}",6,
,,,,,,,,,,,,,,
1657,Stow Lake Boathouse,50 Stow Lake Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,3926,-122.4770766,37.77061365,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77061364899998', 'longitude': '-122.477076598'}",1,
,,,,,,,,,,,,,,
1720,SWL 303 - GP Resources,2950 Hyde St,San Francisco,94133,9900501,Own,46,Port,416,-122.4201163,37.80805316,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.808053160999975', 'longitude': '-122.42011628400002'}",2,
,,,,,,,,,,,,,,
458,Chalet Soccer Fields Restrooms,1901 John F Kennedy Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
827,Griffith Pumping Station,1601 Griffith St,San Francisco,94124,4805010,Own,47,Public Utilities Commission,20640,-122.381723,37.72494816,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.72494815599998', 'longitude': '-122.381723018'}",10,
,,,,,,,,,,,,,,
622,Dutch Windmill Maintenance Fac 2,John F Kennedy Dr & Great Hwy,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
2091,Valve Station,At 17th Green Stnford,Menlo Park,94025,,Own,47,Public Utilities Commission,,-122.1832002,37.41636765,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.416367647000015', 'longitude': '-122.18320019499998'}",,
,,,,,,,,,,,,,,
1485,SF Public Montessori Elementary,2340 Jackson St,San Francisco,94115,588004,Own,16,School District (Sfusd),64500,-122.4334383,37.79280502,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79280502', 'longitude': '-122.43343825599999'}",2,
,,,,,,,,,,,,,,
351,Cabin 13,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
590,Douglass Clubhouse,1100 Douglass St,San Francisco,94114,7500001,Own,49,Recreation And Parks,1072,-122.4383925,37.74782261,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74782261399997', 'longitude': '-122.43839254900001'}",8,
,,,,,,,,,,,,,,
3072,NURSERY-COLD HOUSE,100 Martin Luther King Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4623157,37.76864643,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76864642700002', 'longitude': '-122.46231568899998'}",5,
,,,,,,,,,,,,,,
3084,Pier 45 - Shed D,Pier 45,San Francisco,94133,9900501,Own,46,Port,,-122.419497,37.81080359,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.81080358899999', 'longitude': '-122.41949695300002'}",3,
,,,,,,,,,,,,,,
379,Camp Mather Nurse's Cabin,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8571791,37.88203508,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88203507600002', 'longitude': '-119.85717913500002'}",,
,,,,,,,,,,,,,,
1072,Matthew Boxer Stadium,100 Sergeant John V Young St,San Francisco,94112,3179011,Own,49,Recreation And Parks,2281,-122.4450366,37.72610151,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.726101512000014', 'longitude': '-122.44503660100003'}",11,
,,,,,,,,,,,,,,
1926,Pier 43 1/2 - Franciscan Restaurant,The Embarcadero,San Francisco,94133,9900501,Own,46,Port,14330,-122.4145888,37.80906673,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.809066729999984', 'longitude': '-122.41458882799998'}",3,
,,,,,,,,,,,,,,
1066,Mather Bath House A,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8575244,37.88308764,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.883087639999985', 'longitude': '-119.85752439599997'}",,
,,,,,,,,,,,,,,
1771,Thomas Shaft Disinfection Sta,Thomas Shaft,Tracy,95376,,Own,47,Public Utilities Commission,,-121.4942988,37.61343818,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.613438178000024', 'longitude': '-121.49429882700002'}",,
,,,,,,,,,,,,,,
319,Cabin #45,32560 Mather Rd,Groveland,95321,,Own,49,Recreation And Parks,,-119.8537377,37.88083037,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.88083036699999', 'longitude': '-119.85373773100002'}",,
,,,,,,,,,,,,,,
3121,LRV Station - West Portal,West Portal Ave & Ulloa St,San Francisco,94127,2979013A,Own,42,Municipal Transportation Agency,55308,-122.4655965,37.74113611,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.741136110000014', 'longitude': '-122.46559651000001'}",7,
,,,,,,,,,,,,,,
639,Tule Elk Park CDC,2110 Greenwich St,San Francisco,94123,509003,Own,16,School District (Sfusd),32000,-122.4345615,37.79936327,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.799363271000004', 'longitude': '-122.43456148199999'}",2,
,,,,,,,,,,,,,,
1211,Telecom at One Market Plaza,1 Market St,San Francisco,94105,3713006,Lease,9,Non-City,,-122.3950946,37.79381415,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79381415', 'longitude': '-122.39509464600002'}",6,Emergency Management
,,,,,,,,,,,,,,
1799,Union Square Performance Spaces,225 Stockton St,San Francisco,94108,308001,Own,49,Recreation And Parks,,-122.407979,37.78787977,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78787976699999', 'longitude': '-122.407979028'}",3,
,,,,,,,,,,,,,,
1076,McKinley Elementary,1025 14th St,San Francisco,94114,2612001,Own,16,School District (Sfusd),45160,-122.4364549,37.76697184,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76697184400001', 'longitude': '-122.43645485399998'}",8,
,,,,,,,,,,,,,,
3274,1449 Webster St Offices,1449 Webster St,San Francisco,94115,,Lease,9,Non-City,,-122.4320472,37.7838746,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.783874604000005', 'longitude': '-122.432047195'}",5,Mayor
,,,,,,,,,,,,,,
1249,Patricias Green Art Installation,450 Octavia St,San Francisco,94102,817033,Own,49,Recreation And Parks,,-122.4244216,37.77622711,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.776227108', 'longitude': '-122.42442162999998'}",5,
,,,,,,,,,,,,,,
1811,VALLEJO STREET Parking Garage,766 Vallejo St,San Francisco,94133,130043,Own,42,Municipal Transportation Agency,70760,-122.4099107,37.79872657,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.79872657300001', 'longitude': '-122.40991067800002'}",3,
,,,,,,,,,,,,,,
992,Lake Merced Boathouse,1 Harding Rd,San Francisco,94132,7283004,Own,49,Recreation And Parks,8100,-122.493607,37.72378591,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.723785905', 'longitude': '-122.49360696500003'}",7,
,,,,,,,,,,,,,,
3166,Homeless Transitional Housing,35 Woodward St,San Francisco,94103,3532064,Lease,9,Non-City,,-122.420786,37.7693306,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76933059999999', 'longitude': '-122.42078595999999'}",9,Mayor
,,,,,,,,,,,,,,
1084,Mclaren Park La Grande Tank,61 John F Shelley Dr,San Francisco,94134,6190066,Own,49,Recreation And Parks,,-122.4188142,37.71817543,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.71817542500003', 'longitude': '-122.41881424500002'}",10,
,,,,,,,,,,,,,,
2054,Mountain Lake Park Bathrooms,1 11th Ave,San Francisco,94118,1345001,Own,49,Recreation And Parks,448,-122.4717662,37.78697415,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.78697414700002', 'longitude': '-122.471766221'}",2,
,,,,,,,,,,,,,,
3332,ZSFGH - Building 25,1001 Potrero Ave,San Francisco,94110,4154001,Own,72,Public Health,,-122.4057524,37.75555817,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.75555817100002', 'longitude': '-122.40575237899998'}",10,
,,,,,,,,,,,,,,
3217,YGC W-1; BLDG. 19,375 Woodside Ave,San Francisco,94127,2842007,Own,21,Juvenile Probation,,-122.4531367,37.74652692,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.74652691599999', 'longitude': '-122.45313670299998'}",7,
,,,,,,,,,,,,,,
1267,Pier 15/17 Valley - demolition,The Embarcadero,San Francisco,94111,9900501,Own,46,Port,105311,-122.3979904,37.80174155,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80174155399999', 'longitude': '-122.39799037400002'}",3,
,,,,,,,,,,,,,,
587,District Attorney's Office,732 Brannan St,San Francisco,94103,3779018,Lease,9,Non-City,,-122.4021022,37.77423024,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.77423024199999', 'longitude': '-122.402102211'}",6,District Attorney
,,,,,,,,,,,,,,
626,East Entrance Bathrooms,Golden Gate Park,San Francisco,94121,1263011,Own,49,Recreation And Parks,576,-122.4542633,37.76988372,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.769883719999996', 'longitude': '-122.45426329999998'}",5,
,,,,,,,,,,,,,,
1664,Structural Maint Multi-trade Bldg.,100 Martin Luther King Dr,San Francisco,94117,1263011,Own,49,Recreation And Parks,,-122.4810267,37.76906878,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.76906878199998', 'longitude': '-122.48102672099998'}",1,
,,,,,,,,,,,,,,
1188,North Beach Branch Library,850 Columbus Ave,San Francisco,94133,75002,Own,48,Public Library,8500,-122.4131349,37.80253082,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'latitude': '37.80253081500001', 'longitude': '-122.41313485900002'}",3,
,,,,,,,,,,,,,,
